,frame_name,frame_definition,lexical_units_list
745,Números_cardinais,Este é o frame primário evocado pelos números cardinais.,"16.num
21.num
ambos.num
bilhão.num
catorze.num
cem.num
cento.n
cinco.num
cinquenta e dois.num
cinquenta.num
dez.num
dezenove.num
dezesseis.num
dezessete.num
dezoito.num
dois.num
doze.num
dual.a
dupla.n
duzentos.num
meio.n
mil.num
milhão.num
milhar.num
nove.num
noventa.num
número.n
oitenta.num
oito.num
onze.num
par.n
quarenta.num
quatorze.num
quatro.num
quinhentos.num
quinze.num
seis.num
sessenta.num
sete.num
setenta e quatro.num
setenta.num
três.num
treze.num
trinta e cinco.num
trinta e dois.num
trinta e nove.num
trinta e oito.num
trinta e quatro.num
trinta e seis.num
trinta e sete.num
trinta e três.num
trinta e um.num
trinta.num
um.num
uma.num
vinte e cinco.num
vinte e dois.num
vinte e nove.num
vinte e oito.num
vinte e quatro.num
vinte e seis.num
vinte e sete.num
vinte e três.num
vinte e um.num
vinte.num
zero.num
zilhão.num"
746,Números_ordinais,"Um Item é escolhido ou pela ordem na qual os membros de um conjunto seriam encontrados por um pensador implícito, ou pela ordem na qual os membros de um conjunto participam em um evento ou situação que serve de Base_de_ordem. O caso anterior normalmente envolve um Ponto_de_partida para percorrer o conjunto, enquanto o posterior envolve a Base_da_ordem, que é normalmente um evento que no qual o Item junto com outros membros de seu conjunto de comparação participaram.","décimo nono.a
décimo sétimo.a
décimo sexto.a
décimo terceiro.a
décimo.a
décimo.num
nono.a
nono.num
oitavo.a
oitavo.num
primeiro.a
primeiro.num
quarto.a
quarto.num
quinto.num
segundo.a
segundo.num
sétimo.num
sexto.a
sexto.num
terceiro.a
terceiro.num
último.a"
747,Objetivo_inatingível,"O Experienciador não alcança o Objetivo_pretendido. Normalmente, o Experienciador é o objeto do verbo. Metaforicamente, uma entidade visada não é capturada.",
748,Objeto_controlador,"Este frame contém itens que, quando manipulados, alteram a função de algum dispositivo, interno ou externo.",
749,Obscuridade,"Uma Entidade é obscura, não notável e, em geral, pouco conhecida. No caso de uma Entidade eventiva, a falta de fama implica que um grande número de pessoas não estejam cientes da ocorrência do evento. No caso de uma Entidade concreta, incluindo os seres humanos, a falta de fama implica não-consciência da existência.",
750,Obter_documento,O Turista busca obter os Documentos necessários para a realização de sua viagem.,"documento.n
obter.v
renovar.v
tirar.v"
751,Obviedade,"Um Fenômeno é retratado com relação ao Grau de probabilidade de que ele será percebido e conhecido, dadas a Evidência, o Perceptor, e as Circunstâncias (geralmente implícitas) em que é considerado. Para várias ULs, como visível, audível, etc., o tipo de Evidência é fixado pelos próprios alvos sendo uma experiência perceptual.","claro.a
claro.adv
disponível.a
evidente.a
imperceptível.a"
752,Ocorrência_condicional,Uma Consequência é apresentada como ocorrendo se a Possibilidade_perfilada ocorrer. Consulte Cenário_condicional para mais informações.,"condicionado.a
se.c"
753,Ocupar_posição,Este frame é sobre Itens no estado de ocupar uma certa Posição dentro de uma hierarquia.,
754,Oferecer,"Um Oferecedor indica que ele é capaz e está disposto a fornecer um Tema a um Recipiente_potencial. Na ausência de outras qualificações, é frequentemente entendido que o Recipiente_potencial aceita o Tema.","oferecer.v
oferta.n
servir.v"
755,Ontogenia,"Uma Entidade se desenvolve de um Estado_anterior para um Estado_posterior. A Entidade também pode ser representada por um adjetivo de denotação de entidade que é rotulado como Domínio. Este frame não se destina à evolução de uma espécie inteira, mas sim ao desenvolvimento de um único organismo.",
756,Operar_um_sistema,"Um Operador manipula a subestrutura de um Sistema de modo que o Sistema execute a função para a qual foi criado. Esse frame difere do frame de Usar em que este frame não perfila o propósito de um agente, mas sim a manipulação de uma entidade (Sistema / Instrument). No caso de Usar, o agente não precisa manipular o instrumento.","funcionamento.n
funcionar.v
operar.v"
757,Operar_veículo,"As palavras neste frame descrevem o movimento envolvendo um Veículo e alguém que o controla, o Condutor. Algumas palavras normalmente permitem que o Veículo seja expresso como um constituinte separado.","andar.n
montar.v
pilotar.v
teleguiado.a"
758,Opinião,"Um Pensador tem uma Opinião particular, que pode ser retratada como sendo sobre um determinado Tópico.","achar.v
acreditar.v
crer.v
opinião.n
pensar.v
teoria.n
teoricamente.adv
visão.n"
759,Oportunidade,"Um Agente faz uma escolha se participa ou não participa de um Evento_desejado por causa de uma oportunidade, uma situação não completamente sob o Agente é controlada e normalmente de uma duração limitada.","chance.n
oportunidade.n
oportuno.a"
760,Organização,"Este frame descreve grupos sociais humanos formados intencionalmente (aqui denominados Organizações) com alguma estrutura definida e Membros. Eles podem ser relativamente informais, consistindo apenas de um grupo de indivíduos que sabem quem é e quem não é um companheiro, ou podem ser complexos e duradouros.","agência de notícias.n
associação.n
cartel.n
clube.n
comitê.n
conselho.n
corporação.n
delegação.n
desorganização.n
desorganizar.v
empresa.n
fraternidade.n
governo.n
grupo.n
inteligência.n
judiciário.n
juntar.v
liga.n
multinacional.n
ordem.n
organização.n
organizar.v
órgão.n
parlamento.n
sociedade.n
união.n"
761,Órgão_judicial,"Uma Fonte_de_autoridade, tipicamente um governo, depende de um conjunto de instituições especializadas para a administração da justiça. Esse Órgão_judicial ouve casos que se originam dentro da Jurisdição e se relacionam com a Tarefa que lhes foi dada pela Fonte_de_autoridade. Muitas vezes, um Órgão_judicial faz parte de um sistema maior dentro do qual sua Classificação pode ser especificada. O Órgão_judicial normalmente está localizado em um local específico, a Sede.",vara.n
762,Origem,"Uma Entidade começa a existir no contexto de uma Origem, o qual pode ser um lugar, cultura, texto etc.","africano.a
americano.a
árabe.n
argentino.a
asiático.a
assírio.a
bizantino.a
brasileiro.a
britânico.a
canadense.a
capixaba.a
chinês.a
colombiano.a
cubano.a
datar.v
de.prep
egípcio.a
escocês.a
espanhol.a
europeu.a
finlandês.a
francês.a
grego.a
holândes.a
indiano.a
indígena.a
internacional.a
iraniano.a
iraquiano.a
irlandês.a
italiano.a
jamaicano.a
japonês.a
jordaniano.a
local.a
mineiro.a
nacional.a
nacional.n
oriental.a
origem.n
otomano.a
português.a
queniano.a
romano.a
russo.a
saudita.a
sírio.a
suíço.a
tupinambá.a
turco.a
vietnamita.a
vir de.v"
763,Origem_indígena,"Uma Entidade começa sua existência no contexto de localização de Origem, que é um lugar de discurso saliente, ou cultura.",nativo.n
764,Oscilar_entre_opções,"Um Pensador faz uma escolha sobre certo Assunto. Ele tem muitas Opções possíveis, mas sempre muda sua posição entre a Opção_1 e Opção_2. O Pensador pode, de fato, atuar em suas escolhas, mas ele não precisa fazer isso. As Opções podem simplesmente ser consideradas como favorecendo alguém a princípio e, depois, favorecendo outras pessoas.",
765,Ouvir,"O Ouvinte recebe um Mensagem ou comunicação sobre um determinado Tópico. As palavras nesse frame denotam eventos de comunicação verbal, mas expressam o Ouvinte em vez do Falante como um Argumento Externo.",
766,Padrão_temporal,Um Subevento saliente tem um Padrão_de_recorrência dentro de um Processo maior.,ritmo.n
767,Pagar_cobrar_serviço_turístico,Frame genérico em que o turista paga o que a operadora cobra pelo serviço.,
768,País_estrangeiro_ou_doméstico,Um País_atual é identificado como correspondendo ou não à instância do País_saliente_no_discurso.,
769,Parada,Este frame consiste em ULs que denotam um movimento de parada do Tema.,
770,Parcialidade,"Esse frame tem a ver com o viés ou a falta de viés de um Juiz fazendo uma avaliação referente a dois ou mais Lados. Os Lados podem se opor um ao outro em uma disputa ou ser alternativas em uma situação de escolha. O Domínio no qual o Juiz é parcial ou imparcial pode ser expresso, bem como o Grau do viés ou a falta dele. Em sentenças neste frame, também é possível encontrar expressões de Manifestação_do_viés, ou seja, expressões que nos dizem como o viés do Juiz é realizado.",neutro.a
771,Parentesco,"Este frame contém palavras que denotam relações de parentesco. Ao anotar os usos direcionais dessas palavras, usamos os termos padrão da antropologia, Ego e Alter.","agregado.n
avó.n
filha.n
filho.n
irmã.n
irmão.n
madrinha.n
mãe.n
mamãe.n
materno.a
neto.n
padrasto.n
pai.n
papai.n
parente.n
primo.n
tio.n
vó.n"
772,Partes_de_roupas,"As Subpartes de Roupas vestidas por um Usuário e feitas de um determinado Material. A Subparte pode ter partes, que nós chamamos de Sub-região.","bolso.n
botão.n
capuz.n
fita.n
sola.n"
773,Partes_do_corpo,"Esse frame engloba palavras para Parte_do_corpo pertencentes a um Possuidor, que pode ser caracterizado por um Descritor. A localização da Parte_do_corpo pode ser identificada em termos de Junção ou Localização_orientacional. Uma Sub-região de uma Parte_do_corpo também pode ser indicada.","barriga.n
boca.n
braço.n
cabeça.n
cabelo.n
célula.n
cérebro.n
cintura.n
colo.n
coluna.n
coração.n
corpo.n
costas.n
costela.n
cotovelo.n
dedo.n
mão.n
mente.n
nariz.n
olho.n
ombro.n
osso.n
peito.n
perna.n
rosto.n
testa.n"
774,Parte_borda,Descreve uma relação parte_todo em que a Parte fornece o limite entre o Todo e o que não é esse objeto. A Parte pode existir ao longo de um continuum de largura. Ela pode ser modificada por uma Orientação que caracteriza a parte específica da borda de uma Propriedade_da_parte que descreve uma propriedade da Parte.,
775,Parte_como_segmentos_ordenados,"Neste frame, uma Parte é parte de um Todo maior, composto por partes encomendadas. As Partes podem ser ordenadas temporalmente (da primeiro à último e vice-versa) ou verticalmente (de baixo para cima e vice-versa). A Parte pode ser modificada pela Propriedade_da_parte ou o número da parte pode ser fornecido pela Ordem.",camada.n
776,Parte_elemento,"Este frame se ocupa de substantivos transparentes denotando um Elemento de uma Substância. Também está presente uma Propriedade_do_elemento que é uma propriedade do Elemento, por exemplo, em relação ao seu tamanho.","aglomerado.n
bocado.n
caco.n
chip.n
farrapo.n
fatia.n
fragmento.n
galho.n
lâmina.n
migalha.n
naco.n
nódulo.n
pedaço.n
placa.n
torrão.n
trecho.n"
777,Parte_interior_exterior,Este frame se refere a Partes de objetos definidos em relação ao centro ou à borda do objeto. A Parte é uma parte do Todo e a Propriedade_da_parte descreve uma propriedade da Parte.,"exterior.a
externo.a
interior.a
interno.a"
778,Parte_moldada,"Uma entidade é uma Parte em forma de um Todo maior. A Parte pode corresponder em forma e função a uma parte de outra entidade. Por exemplo, a perna de uma mesa suporta o peso de uma mesa como a perna de um animal ou pessoa suporta seu peso. A Orientação da Parte relativa ao Todo pode ser expressa.","alça.n
boca.n
borda.n
braço.n
casca.n
graveto.n
perna.n"
779,Parte_orientacional,"Nesse frame, há uma Parte de um Todo no qual a Parte é definida com relação à orientação canônica ou inerente do Todo.","ápice.n
baixo-ventre.n
base.n
canto.n
cimeira.n
crista.n
direita.n
direito.a
esquerda.n
esquerdo.a
face.n
frente.a
frente.n
frontal.a
fundo.n
inferior.a
inferior.n
lado.n
leste.a
leste.n
noroeste.n
norte-sul.n
norte.a
norte.n
ocidental.a
oeste.a
oeste.n
oriental.a
pé.n
pico.n
posterior.a
retaguarda.n
subdimensionado.a
sul.a
sul.n
sulista.a
superior.a
topo.n
traseiro.a
verso.n"
780,Parte_todo,"Este frame lida com nomes que denotam uma Parte ou partes de um Todo. A Parte não é definida em relação à orientação, o centro ou as margens do Todo, e não é ordenada. Nós também anotamos propriedades da Parte.","centésimo.n
centro.n
completa.v
compor.v
constituir.v
decomposição.n
dedo.n
dividir.v
fazer parte.v
fiapo.n
formar.v
fragmento.n
gancho.n
gota.n
integrar.v
inteiro.a
interno.a
metade.n
oitavo.n
parte.n
pertencer.v
pingo.n
ponta.n
porção.n
prefixo.n
quinto.n
seção.n
segmento.n
ter.v
terceiro.n
trimestre.n"
781,Participação,"Um Evento com vários Participantes ocorre. Ele pode ser apresentado simetricamente com Participantes ou assimetricamente, dando ao Participante_1 maior destaque sobre o Participante_2. Se o Evento estiver envolvido intencionalmente, então normalmente há uma Finalidade compartilhada entre os Participantes. No entanto, é possível que uma Finalidade expressa se aplique somente ao Participante_1.","baladar.v
celebrar.v
comprometimento.n
integrante.n
jogar.v
participação.n
participante.a
participar.v"
782,Partida_do_turista_alojamento,O Turista finaliza o contrato ou acordo estabelecido com o Alojamento para depois partir da localidade utilizando um Meio_de_transporte.,"check-out.n
saída.n"
